0,0,-9999
2,0,-9999
4,0,-9999
6,0,-9999
8,0,-9999
10,0,-9999
12,0,-9999
14,0,-9999
16,0,-9999
18,0,-9999
20,0,-9999
22,0,-9999
24,0,-9999
26,0,-9999
28,0,-9999
30,0,-9999
32,0,-9999
34,0,-9999
36,0,-9999
38,0,-9999
40,0,-9999
42,0,-9999
44,0,-9999
46,0,-9999
48,0,-9999
50,0,-9999
52,0,-9999
54,0,-9999
56,0,-9999
58,0,-9999
60,0,-9999
62,0,-9999
64,0,-9999
66,0,-9999
68,0,-9999
70,0,-9999
72,0,-9999
74,0,-9999
76,0,-9999
78,0,-9999
80,0,-9999
82,0,-9999
84,0,-9999
86,0,-9999
88,0,-9999
90,0,-9999
92,0,-9999
94,0,-9999
96,0,-9999
98,0,-9999
100,0,-9999
102,0,-9999
104,0,-9999
106,0,-9999
108,0,-9999
110,0,-9999
112,0,-9999
114,0,-9999
116,0,-9999
118,0,-9999
120,0,-9999
122,0,-9999
124,0,-9999
126,0,-9999
128,0,-9999
130,0,-9999
132,0,-9999
134,0,-9999
136,0,-9999
138,0,-9999
140,0,-9999
142,0,-9999
144,0,-9999
146,0,-9999
148,0,-9999
150,0,-9999
152,0,-9999
154,0,-9999
156,0,-9999
158,0,-9999
160,0,-9999
162,0,-9999
164,0,-9999
166,0,-9999
168,0,-9999
170,0,-9999
172,0,-9999
174,0,-9999
176,0,-9999
178,0,-9999
180,0,-9999
182,0,-9999
184,0,-9999
186,0,-9999
188,0,-9999
190,0,-9999
192,0,-9999
194,0,-9999
196,0,-9999
198,0,-9999
200,0,-9999
202,0,-9999
204,0,-9999
206,0,-9999
208,0,-9999
210,0,-9999
212,0,-9999
214,0,-9999
216,0,-9999
218,0,-9999
220,0,-9999
222,0,-9999
224,0,-9999
226,0,-9999
228,0,-9999
230,0,-9999
232,0,-9999
234,0,-9999
236,0,-9999
238,0,-9999
240,0,-9999
242,0,-9999
244,0,-9999
246,0,-9999
248,0,-9999
250,0,-9999
252,0,-9999
254,0,-9999
256,0,-9999
258,0,-9999
260,0,-9999
262,0,-9999
264,0,-9999
266,0,-9999
268,0,-9999
270,0,-9999
272,0,-9999
274,0,-9999
276,0,-9999
278,0,800.643
280,0,800.52
282,0,800.401
284,0,-9999
286,0,-9999
288,0,-9999
290,0,-9999
292,0,-9999
294,0,-9999
296,0,-9999
298,0,-9999
300,0,-9999
302,0,-9999
304,0,-9999
306,0,-9999
308,0,-9999
310,0,-9999
312,0,-9999
314,0,-9999
316,0,-9999
318,0,-9999
320,0,-9999
322,0,-9999
324,0,-9999
326,0,-9999
328,0,-9999
330,0,-9999
332,0,-9999
334,0,-9999
336,0,-9999
338,0,-9999
340,0,-9999
342,0,-9999
344,0,-9999
346,0,-9999
348,0,-9999
350,0,-9999
352,0,-9999
354,0,-9999
356,0,-9999
358,0,-9999
360,0,-9999
362,0,-9999
364,0,-9999
366,0,-9999
368,0,-9999
370,0,-9999
372,0,-9999
374,0,-9999
376,0,-9999
378,0,-9999
380,0,-9999
382,0,-9999
384,0,-9999
386,0,-9999
388,0,-9999
390,0,-9999
392,0,-9999
394,0,-9999
396,0,-9999
398,0,-9999
400,0,-9999
402,0,-9999
404,0,-9999
406,0,-9999
408,0,-9999
410,0,-9999
412,0,-9999
414,0,-9999
416,0,-9999
418,0,-9999
420,0,-9999
422,0,-9999
424,0,-9999
426,0,-9999
428,0,-9999
430,0,-9999
432,0,-9999
434,0,-9999
436,0,-9999
438,0,-9999
440,0,-9999
442,0,-9999
444,0,-9999
446,0,-9999
448,0,-9999
450,0,-9999
452,0,-9999
454,0,-9999
456,0,-9999
458,0,-9999
460,0,-9999
462,0,796.356
464,0,796.218
466,0,796.073
468,0,-9999
470,0,-9999
472,0,-9999
474,0,-9999
476,0,-9999
478,0,-9999
480,0,-9999
482,0,-9999
484,0,-9999
486,0,-9999
488,0,-9999
490,0,-9999
492,0,-9999
494,0,-9999
496,0,-9999
498,0,-9999
500,0,-9999
502,0,-9999
504,0,-9999
506,0,-9999
508,0,-9999
510,0,-9999
512,0,-9999
514,0,-9999
516,0,-9999
518,0,-9999
520,0,-9999
522,0,-9999
524,0,-9999
526,0,-9999
528,0,-9999
530,0,-9999
532,0,-9999
534,0,-9999
536,0,-9999
538,0,-9999
540,0,-9999
542,0,-9999
544,0,-9999
546,0,-9999
548,0,-9999
550,0,-9999
552,0,-9999
554,0,-9999
556,0,-9999
558,0,-9999
560,0,-9999
562,0,-9999
564,0,-9999
566,0,-9999
568,0,-9999
570,0,-9999
572,0,-9999
574,0,-9999
576,0,-9999
578,0,-9999
580,0,-9999
582,0,-9999
584,0,-9999
586,0,-9999
588,0,-9999
590,0,-9999
592,0,-9999
594,0,-9999
596,0,-9999
598,0,-9999
600,0,-9999
602,0,-9999
604,0,-9999
606,0,-9999
608,0,-9999
610,0,-9999
612,0,-9999
614,0,-9999
616,0,-9999
618,0,-9999
620,0,-9999
622,0,-9999
624,2,-9999
626,2,-9999
628,2,-9999
630,2,-9999
632,2,-9999
634,2,-9999
636,2,-9999
638,2,-9999
640,2,-9999
642,2,-9999
644,2,-9999
646,2,-9999
648,2,-9999
650,2,-9999
652,2,-9999
654,2,-9999
656,2,-9999
658,2,-9999
660,2,-9999
662,2,-9999
664,2,-9999
666,2,-9999
668,2,-9999
670,2,-9999
672,2,-9999
674,2,-9999
676,2,-9999
678,2,-9999
680,2,-9999
682,2,-9999
684,2,-9999
686,2,-9999
688,2,-9999
690,2,-9999
692,2,-9999
694,2,-9999
696,2,-9999
698,2,-9999
700,2,-9999
702,2,-9999
704,2,-9999
706,2,-9999
708,2,-9999
710,2,-9999
712,2,-9999
714,2,-9999
716,2,-9999
718,2,-9999
720,2,-9999
722,2,-9999
724,2,-9999
726,2,-9999
728,2,-9999
730,2,-9999
732,2,-9999
734,2,-9999
736,2,-9999
738,2,-9999
740,2,-9999
742,2,-9999
744,2,-9999
746,2,-9999
748,2,-9999
750,2,-9999
752,2,-9999
754,2,-9999
756,2,-9999
758,2,-9999
760,2,-9999
762,2,-9999
764,2,-9999
766,2,-9999
768,2,-9999
770,2,-9999
772,2,-9999
774,2,-9999
776,2,-9999
778,2,-9999
780,2,-9999
782,2,-9999
784,2,-9999
786,2,-9999
788,2,-9999
790,2,-9999
792,2,-9999
794,2,-9999
796,2,-9999
798,2,-9999
800,2,-9999
802,2,-9999
804,2,-9999
806,2,-9999
808,2,-9999
810,2,-9999
812,2,-9999
814,2,-9999
816,2,-9999
818,2,-9999
820,2,-9999
822,2,-9999
824,2,-9999
826,2,-9999
828,2,-9999
830,2,-9999
832,2,-9999
834,2,-9999
836,2,-9999
838,2,-9999
840,2,-9999
842,2,-9999
844,2,-9999
846,2,-9999
848,2,-9999
850,2,-9999
852,2,-9999
854,2,-9999
856,2,-9999
858,2,-9999
860,2,-9999
862,2,-9999
864,2,-9999
866,2,-9999
868,2,-9999
870,2,-9999
872,2,-9999
874,2,-9999
876,2,-9999
878,2,-9999
880,2,-9999
882,2,-9999
884,2,-9999
886,2,-9999
888,2,-9999
890,2,-9999
892,2,-9999
894,2,-9999
896,2,801.126
898,2,800.994
900,2,800.854
902,2,800.704
904,2,800.565
906,2,800.436
908,2,800.297
910,2,-9999
912,2,-9999
914,2,-9999
916,2,-9999
918,2,-9999
920,2,-9999
922,2,-9999
924,2,-9999
926,2,-9999
928,2,-9999
930,2,-9999
932,2,-9999
934,2,-9999
936,2,-9999
938,2,-9999
940,2,-9999
942,2,-9999
944,2,-9999
946,2,-9999
948,2,-9999
950,2,-9999
952,2,-9999
954,2,-9999
956,2,-9999
958,2,-9999
960,2,-9999
962,2,-9999
964,2,-9999
966,2,-9999
968,2,-9999
970,2,-9999
972,2,-9999
974,2,-9999
976,2,-9999
978,2,-9999
980,2,-9999
982,2,-9999
984,2,-9999
986,2,-9999
988,2,-9999
990,2,-9999
992,2,-9999
994,2,-9999
996,2,-9999
998,2,-9999
1000,2,-9999
1002,2,-9999
1004,2,-9999
1006,2,-9999
1008,2,-9999
1010,2,-9999
1012,2,-9999
1014,2,-9999
1016,2,-9999
1018,2,-9999
1020,2,-9999
1022,2,-9999
1024,2,-9999
1026,2,-9999
1028,2,-9999
1030,2,-9999
1032,2,-9999
1034,2,-9999
1036,2,-9999
1038,2,-9999
1040,2,-9999
1042,2,-9999
1044,2,-9999
1046,2,-9999
1048,2,-9999
1050,2,-9999
1052,2,-9999
1054,2,-9999
1056,2,-9999
1058,2,-9999
1060,2,-9999
1062,2,-9999
1064,2,-9999
1066,2,-9999
1068,2,-9999
1070,2,-9999
1072,2,-9999
1074,2,-9999
1076,2,-9999
1078,2,-9999
1080,2,-9999
1082,2,-9999
1084,2,796.649
1086,2,796.494
1088,2,796.332
1090,2,796.165
1092,2,-9999
1094,2,-9999
1096,2,-9999
1098,2,-9999
1100,2,-9999
1102,2,-9999
1104,2,-9999
1106,2,-9999
1108,2,-9999
1110,2,-9999
1112,2,-9999
1114,2,-9999
1116,2,-9999
1118,2,-9999
1120,2,-9999
1122,2,-9999
1124,2,-9999
1126,2,-9999
1128,2,-9999
1130,2,-9999
1132,2,-9999
1134,2,-9999
1136,2,-9999
1138,2,-9999
1140,2,-9999
1142,2,-9999
1144,2,-9999
1146,2,-9999
1148,2,-9999
1150,2,-9999
1152,2,-9999
1154,2,-9999
1156,2,-9999
1158,2,-9999
1160,2,-9999
1162,2,-9999
1164,2,-9999
1166,2,-9999
1168,2,-9999
1170,2,-9999
1172,2,-9999
1174,2,-9999
1176,2,-9999
1178,2,-9999
1180,2,-9999
1182,2,-9999
1184,2,-9999
1186,2,-9999
1188,2,-9999
1190,2,-9999
1192,2,-9999
1194,2,-9999
1196,2,-9999
1198,2,-9999
1200,2,-9999
1202,2,-9999
1204,2,-9999
1206,2,-9999
1208,2,-9999
1210,2,-9999
1212,2,-9999
1214,2,-9999
1216,2,-9999
1218,2,-9999
1220,2,-9999
1222,2,-9999
1224,2,-9999
1226,2,-9999
1228,2,-9999
1230,2,-9999
1232,2,-9999
1234,2,-9999
1236,2,-9999
1238,2,-9999
1240,2,-9999
1242,2,-9999
1244,2,-9999
1246,2,-9999
1248,4,-9999
1250,4,-9999
1252,4,-9999
1254,4,-9999
1256,4,-9999
1258,4,-9999
1260,4,-9999
1262,4,-9999
1264,4,-9999
1266,4,-9999
1268,4,-9999
1270,4,-9999
1272,4,-9999
1274,4,-9999
1276,4,-9999
1278,4,-9999
1280,4,-9999
1282,4,-9999
1284,4,-9999
1286,4,-9999
1288,4,-9999
1290,4,-9999
1292,4,-9999
1294,4,-9999
1296,4,-9999
1298,4,-9999
1300,4,-9999
1302,4,-9999
1304,4,-9999
1306,4,-9999
1308,4,-9999
1310,4,-9999
1312,4,-9999
1314,4,-9999
1316,4,-9999
1318,4,-9999
1320,4,-9999
1322,4,-9999
1324,4,-9999
1326,4,-9999
1328,4,-9999
1330,4,-9999
1332,4,-9999
1334,4,-9999
1336,4,-9999
1338,4,-9999
1340,4,-9999
1342,4,-9999
1344,4,-9999
1346,4,-9999
1348,4,-9999
1350,4,-9999
1352,4,-9999
1354,4,-9999
1356,4,-9999
1358,4,-9999
1360,4,-9999
1362,4,-9999
1364,4,-9999
1366,4,-9999
1368,4,-9999
1370,4,-9999
1372,4,-9999
1374,4,-9999
1376,4,-9999
1378,4,-9999
1380,4,-9999
1382,4,-9999
1384,4,-9999
1386,4,-9999
1388,4,-9999
1390,4,-9999
1392,4,-9999
1394,4,-9999
1396,4,-9999
1398,4,-9999
1400,4,-9999
1402,4,-9999
1404,4,807.563
1406,4,807.525
1408,4,807.484
1410,4,807.387
1412,4,-9999
1414,4,-9999
1416,4,-9999
1418,4,-9999
1420,4,-9999
1422,4,-9999
1424,4,-9999
1426,4,-9999
1428,4,-9999
1430,4,-9999
1432,4,-9999
1434,4,-9999
1436,4,-9999
1438,4,-9999
1440,4,805.801
1442,4,805.668
1444,4,805.534
1446,4,805.397
1448,4,805.261
1450,4,805.125
1452,4,804.991
1454,4,804.858
1456,4,804.72
1458,4,804.566
1460,4,804.461
1462,4,804.355
1464,4,-9999
1466,4,-9999
1468,4,-9999
1470,4,-9999
1472,4,-9999
1474,4,-9999
1476,4,-9999
1478,4,-9999
1480,4,-9999
1482,4,-9999
1484,4,-9999
1486,4,-9999
1488,4,-9999
1490,4,-9999
1492,4,-9999
1494,4,-9999
1496,4,-9999
1498,4,-9999
1500,4,-9999
1502,4,-9999
1504,4,-9999
1506,4,-9999
1508,4,-9999
1510,4,-9999
1512,4,-9999
1514,4,-9999
1516,4,801.517
1518,4,801.379
1520,4,801.244
1522,4,801.099
1524,4,800.94
1526,4,800.79
1528,4,800.641
1530,4,800.486
1532,4,800.325
1534,4,-9999
1536,4,-9999
1538,4,-9999
1540,4,-9999
1542,4,-9999
1544,4,-9999
1546,4,-9999
1548,4,-9999
1550,4,-9999
1552,4,-9999
1554,4,-9999
1556,4,-9999
1558,4,-9999
1560,4,-9999
1562,4,-9999
1564,4,-9999
1566,4,-9999
1568,4,-9999
1570,4,-9999
1572,4,-9999
1574,4,-9999
1576,4,-9999
1578,4,-9999
1580,4,-9999
1582,4,-9999
1584,4,-9999
1586,4,-9999
1588,4,-9999
1590,4,-9999
1592,4,-9999
1594,4,-9999
1596,4,-9999
1598,4,-9999
1600,4,-9999
1602,4,-9999
1604,4,-9999
1606,4,-9999
1608,4,-9999
1610,4,-9999
1612,4,-9999
1614,4,-9999
1616,4,-9999
1618,4,-9999
1620,4,-9999
1622,4,-9999
1624,4,-9999
1626,4,-9999
1628,4,-9999
1630,4,-9999
1632,4,-9999
1634,4,-9999
1636,4,-9999
1638,4,-9999
1640,4,-9999
1642,4,-9999
1644,4,-9999
1646,4,-9999
1648,4,-9999
1650,4,-9999
1652,4,-9999
1654,4,-9999
1656,4,-9999
1658,4,-9999
1660,4,-9999
1662,4,-9999
1664,4,-9999
1666,4,-9999
1668,4,-9999
1670,4,-9999
1672,4,-9999
1674,4,-9999
1676,4,-9999
1678,4,-9999
1680,4,-9999
1682,4,-9999
1684,4,-9999
1686,4,-9999
1688,4,-9999
1690,4,-9999
1692,4,-9999
1694,4,-9999
1696,4,-9999
1698,4,-9999
1700,4,-9999
1702,4,-9999
1704,4,-9999
1706,4,-9999
1708,4,796.839
1710,4,796.653
1712,4,796.469
1714,4,796.283
1716,4,-9999
1718,4,-9999
1720,4,-9999
1722,4,-9999
1724,4,-9999
1726,4,-9999
1728,4,-9999
1730,4,-9999
1732,4,-9999
1734,4,-9999
1736,4,-9999
1738,4,-9999
1740,4,-9999
1742,4,-9999
1744,4,-9999
1746,4,-9999
1748,4,-9999
1750,4,-9999
1752,4,-9999
1754,4,-9999
1756,4,-9999
1758,4,-9999
1760,4,-9999
1762,4,-9999
1764,4,-9999
1766,4,-9999
1768,4,-9999
1770,4,-9999
1772,4,-9999
1774,4,-9999
1776,4,-9999
1778,4,-9999
1780,4,-9999
1782,4,-9999
1784,4,-9999
1786,4,-9999
1788,4,-9999
1790,4,-9999
1792,4,-9999
1794,4,-9999
1796,4,-9999
1798,4,-9999
1800,4,-9999
1802,4,-9999
1804,4,-9999
1806,4,-9999
1808,4,-9999
1810,4,-9999
1812,4,-9999
1814,4,-9999
1816,4,-9999
1818,4,-9999
1820,4,-9999
1822,4,-9999
1824,4,-9999
1826,4,-9999
1828,4,-9999
1830,4,-9999
1832,4,-9999
1834,4,-9999
1836,4,-9999
1838,4,-9999
1840,4,-9999
1842,4,-9999
1844,4,-9999
1846,4,-9999
1848,4,-9999
1850,4,-9999
1852,4,-9999
1854,4,-9999
1856,4,-9999
1858,4,-9999
1860,4,-9999
1862,4,-9999
1864,4,-9999
1866,4,-9999
1868,4,-9999
1870,4,-9999
1872,6,-9999
1874,6,-9999
1876,6,-9999
1878,6,-9999
